Domain Code,Domain,Area Code (FAO),Area,Indicator Code,Indicator,Sex Code,Sex,Year Code,Year,Source Code,Source,Unit,Value
"OER","Employment Indicators: Rural","68","France","21108","Employment by status of employment, employees, rural areas","13","Total","2011","2011","3023","Labour force survey","1000 persons","3825.491"
"OER","Employment Indicators: Rural","68","France","21109","Employment by status of employment, self-employed, rural areas","13","Total","2011","2011","3023","Labour force survey","1000 persons","838.349"
"OER","Employment Indicators: Rural","68","France","21098","Employment by status of employment, total, rural areas","13","Total","2012","2012","3023","Labour force survey","1000 persons","8946.43"
"OER","Employment Indicators: Rural","68","France","21108","Employment by status of employment, employees, rural areas","13","Total","2012","2012","3023","Labour force survey","1000 persons","7613.232"
"OER","Employment Indicators: Rural","68","France","21109","Employment by status of employment, self-employed, rural areas","13","Total","2012","2012","3023","Labour force survey","1000 persons","1333.198"
"OER","Employment Indicators: Rural","68","France","21098","Employment by status of employment, total, rural areas","13","Total","2013","2013","3023","Labour force survey","1000 persons","8924.636"
"OER","Employment Indicators: Rural","68","France","21108","Employment by status of employment, employees, rural areas","13","Total","2013","2013","3023","Labour force survey","1000 persons","7610.081"
"OER","Employment Indicators: Rural","68","France","21109","Employment by status of employment, self-employed, rural areas","13","Total","2013","2013","3023","Labour force survey","1000 persons","1313.686"
"OER","Employment Indicators: Rural","68","France","21116","Employment by status of employment, workers not classified, rural areas","13","Total","2013","2013","3023","Labour force survey","1000 persons","0.87"
"OER","Employment Indicators: Rural","68","France","21098","Employment by status of employment, total, rural areas","13","Total","2014","2014","3023","Labour force survey","1000 persons","9137.826"
"OER","Employment Indicators: Rural","68","France","21108","Employment by status of employment, employees, rural areas","13","Total","2014","2014","3023","Labour force survey","1000 persons","7763.169"
"OER","Employment Indicators: Rural","68","France","21109","Employment by status of employment, self-employed, rural areas","13","Total","2014","2014","3023","Labour force survey","1000 persons","1373.947"
"OER","Employment Indicators: Rural","68","France","21116","Employment by status of employment, workers not classified, rural areas","13","Total","2014","2014","3023","Labour force survey","1000 persons","0.71"
"OER","Employment Indicators: Rural","68","France","21098","Employment by status of employment, total, rural areas","13","Total","2015","2015","3023","Labour force survey","1000 persons","9239.423"
"OER","Employment Indicators: Rural","68","France","21108","Employment by status of employment, employees, rural areas","13","Total","2015","2015","3023","Labour force survey","1000 persons","7906.95"
"OER","Employment Indicators: Rural","68","France","21109","Employment by status of employment, self-employed, rural areas","13","Total","2015","2015","3023","Labour force survey","1000 persons","1331.868"
"OER","Employment Indicators: Rural","68","France","21116","Employment by status of employment, workers not classified, rural areas","13","Total","2015","2015","3023","Labour force survey","1000 persons","0.605"
"OER","Employment Indicators: Rural","68","France","21098","Employment by status of employment, total, rural areas","13","Total","2016","2016","3023","Labour force survey","1000 persons","9230.541"
"OER","Employment Indicators: Rural","68","France","21108","Employment by status of employment, employees, rural areas","13","Total","2016","2016","3023","Labour force survey","1000 persons","7887.844"
"OER","Employment Indicators: Rural","68","France","21109","Employment by status of employment, self-employed, rural areas","13","Total","2016","2016","3023","Labour force survey","1000 persons","1342.244"
"OER","Employment Indicators: Rural","68","France","21098","Employment by status of employment, total, rural areas","13","Total","2017","2017","3023","Labour force survey","1000 persons","9464.991"
"OER","Employment Indicators: Rural","68","France","21108","Employment by status of employment, employees, rural areas","13","Total","2017","2017","3023","Labour force survey","1000 persons","8112.186"
"OER","Employment Indicators: Rural","68","France","21109","Employment by status of employment, self-employed, rural areas","13","Total","2017","2017","3023","Labour force survey","1000 persons","1351.958"
"OER","Employment Indicators: Rural","68","France","21116","Employment by status of employment, workers not classified, rural areas","13","Total","2017","2017","3023","Labour force survey","1000 persons","0.848"
"OER","Employment Indicators: Rural","68","France","21098","Employment by status of employment, total, rural areas","13","Total","2018","2018","3023","Labour force survey","1000 persons","9484.326"
"OER","Employment Indicators: Rural","68","France","21108","Employment by status of employment, employees, rural areas","13","Total","2018","2018","3023","Labour force survey","1000 persons","8140.468"
"OER","Employment Indicators: Rural","68","France","21109","Employment by status of employment, self-employed, rural areas","13","Total","2018","2018","3023","Labour force survey","1000 persons","1343.021"
"OER","Employment Indicators: Rural","68","France","21098","Employment by status of employment, total, rural areas","13","Total","2019","2019","3023","Labour force survey","1000 persons","9634.238"
"OER","Employment Indicators: Rural","68","France","21108","Employment by status of employment, employees, rural areas","13","Total","2019","2019","3023","Labour force survey","1000 persons","8225.717"
"OER","Employment Indicators: Rural","68","France","21109","Employment by status of employment, self-employed, rural areas","13","Total","2019","2019","3023","Labour force survey","1000 persons","1407.826"
"OER","Employment Indicators: Rural","79","Germany","21098","Employment by status of employment, total, rural areas","13","Total","2010","2010","3023","Labour force survey","1000 persons","5963.786"
"OER","Employment Indicators: Rural","79","Germany","21108","Employment by status of employment, employees, rural areas","13","Total","2010","2010","3023","Labour force survey","1000 persons","5228.956"
"OER","Employment Indicators: Rural","79","Germany","21109","Employment by status of employment, self-employed, rural areas","13","Total","2010","2010","3023","Labour force survey","1000 persons","734.83"
"OER","Employment Indicators: Rural","79","Germany","21098","Employment by status of employment, total, rural areas","13","Total","2011","2011","3023","Labour force survey","1000 persons","5890.103"
"OER","Employment Indicators: Rural","79","Germany","21108","Employment by status of employment, employees, rural areas","13","Total","2011","2011","3023","Labour force survey","1000 persons","5164.81"
"OER","Employment Indicators: Rural","79","Germany","21109","Employment by status of employment, self-employed, rural areas","13","Total","2011","2011","3023","Labour force survey","1000 persons","725.293"
"OER","Employment Indicators: Rural","79","Germany","21098","Employment by status of employment, total, rural areas","13","Total","2012","2012","3023","Labour force survey","1000 persons","9217.597"
"OER","Employment Indicators: Rural","79","Germany","21108","Employment by status of employment, employees, rural areas","13","Total","2012","2012","3023","Labour force survey","1000 persons","8089.131"
"OER","Employment Indicators: Rural","79","Germany","21109","Employment by status of employment, self-employed, rural areas","13","Total","2012","2012","3023","Labour force survey","1000 persons","1128.466"
"OER","Employment Indicators: Rural","79","Germany","21098","Employment by status of employment, total, rural areas","13","Total","2013","2013","3023","Labour force survey","1000 persons","9249.257"
"OER","Employment Indicators: Rural","79","Germany","21108","Employment by status of employment, employees, rural areas","13","Total","2013","2013","3023","Labour force survey","1000 persons","8168.032"
"OER","Employment Indicators: Rural","79","Germany","21109","Employment by status of employment, self-employed, rural areas","13","Total","2013","2013","3023","Labour force survey","1000 persons","1081.225"
"OER","Employment Indicators: Rural","79","Germany","21098","Employment by status of employment, total, rural areas","13","Total","2014","2014","3023","Labour force survey","1000 persons","9316.747"
"OER","Employment Indicators: Rural","79","Germany","21108","Employment by status of employment, employees, rural areas","13","Total","2014","2014","3023","Labour force survey","1000 persons","8239.789"
"OER","Employment Indicators: Rural","79","Germany","21109","Employment by status of employment, self-employed, rural areas","13","Total","2014","2014","3023","Labour force survey","1000 persons","1076.958"
"OER","Employment Indicators: Rural","79","Germany","21098","Employment by status of employment, total, rural areas","13","Total","2015","2015","3023","Labour force survey","1000 persons","9308.202"
"OER","Employment Indicators: Rural","79","Germany","21108","Employment by status of employment, employees, rural areas","13","Total","2015","2015","3023","Labour force survey","1000 persons","8255.848"
"OER","Employment Indicators: Rural","79","Germany","21109","Employment by status of employment, self-employed, rural areas","13","Total","2015","2015","3023","Labour force survey","1000 persons","1052.354"
"OER","Employment Indicators: Rural","79","Germany","21098","Employment by status of employment, total, rural areas","13","Total","2016","2016","3023","Labour force survey","1000 persons","9580.912"
"OER","Employment Indicators: Rural","79","Germany","21108","Employment by status of employment, employees, rural areas","13","Total","2016","2016","3023","Labour force survey","1000 persons","8560.86"
"OER","Employment Indicators: Rural","79","Germany","21109","Employment by status of employment, self-employed, rural areas","13","Total","2016","2016","3023","Labour force survey","1000 persons","1020.052"
"OER","Employment Indicators: Rural","79","Germany","21098","Employment by status of employment, total, rural areas","13","Total","2017","2017","3023","Labour force survey","1000 persons","9624.176"
"OER","Employment Indicators: Rural","79","Germany","21108","Employment by status of employment, employees, rural areas","13","Total","2017","2017","3023","Labour force survey","1000 persons","8626.252"
"OER","Employment Indicators: Rural","79","Germany","21109","Employment by status of employment, self-employed, rural areas","13","Total","2017","2017","3023","Labour force survey","1000 persons","997.925"
"OER","Employment Indicators: Rural","79","Germany","21098","Employment by status of employment, total, rural areas","13","Total","2018","2018","3023","Labour force survey","1000 persons","9661.572"
"OER","Employment Indicators: Rural","79","Germany","21108","Employment by status of employment, employees, rural areas","13","Total","2018","2018","3023","Labour force survey","1000 persons","8665.631"
"OER","Employment Indicators: Rural","79","Germany","21109","Employment by status of employment, self-employed, rural areas","13","Total","2018","2018","3023","Labour force survey","1000 persons","995.941"
"OER","Employment Indicators: Rural","79","Germany","21098","Employment by status of employment, total, rural areas","13","Total","2019","2019","3023","Labour force survey","1000 persons","9784.686"
"OER","Employment Indicators: Rural","79","Germany","21108","Employment by status of employment, employees, rural areas","13","Total","2019","2019","3023","Labour force survey","1000 persons","8810.565"
"OER","Employment Indicators: Rural","79","Germany","21109","Employment by status of employment, self-employed, rural areas","13","Total","2019","2019","3023","Labour force survey","1000 persons","974.121"
"OER","Employment Indicators: Rural","84","Greece","21098","Employment by status of employment, total, rural areas","13","Total","2010","2010","3023","Labour force survey","1000 persons","1959.52"
"OER","Employment Indicators: Rural","84","Greece","21108","Employment by status of employment, employees, rural areas","13","Total","2010","2010","3023","Labour force survey","1000 persons","965.815"
"OER","Employment Indicators: Rural","84","Greece","21109","Employment by status of employment, self-employed, rural areas","13","Total","2010","2010","3023","Labour force survey","1000 persons","993.705"
"OER","Employment Indicators: Rural","84","Greece","21098","Employment by status of employment, total, rural areas","13","Total","2011","2011","3023","Labour force survey","1000 persons","1809.857"
"OER","Employment Indicators: Rural","84","Greece","21108","Employment by status of employment, employees, rural areas","13","Total","2011","2011","3023","Labour force survey","1000 persons","893.593"
"OER","Employment Indicators: Rural","84","Greece","21109","Employment by status of employment, self-employed, rural areas","13","Total","2011","2011","3023","Labour force survey","1000 persons","916.264"
"OER","Employment Indicators: Rural","84","Greece","21098","Employment by status of employment, total, rural areas","13","Total","2012","2012","3023","Labour force survey","1000 persons","1085.725"
"OER","Employment Indicators: Rural","84","Greece","21108","Employment by status of employment, employees, rural areas","13","Total","2012","2012","3023","Labour force survey","1000 persons","484.716"
"OER","Employment Indicators: Rural","84","Greece","21109","Employment by status of employment, self-employed, rural areas","13","Total","2012","2012","3023","Labour force survey","1000 persons","601.009"
"OER","Employment Indicators: Rural","84","Greece","21098","Employment by status of employment, total, rural areas","13","Total","2013","2013","3023","Labour force survey","1000 persons","1059.575"
"OER","Employment Indicators: Rural","84","Greece","21108","Employment by status of employment, employees, rural areas","13","Total","2013","2013","3023","Labour force survey","1000 persons","469.889"
"OER","Employment Indicators: Rural","84","Greece","21109","Employment by status of employment, self-employed, rural areas","13","Total","2013","2013","3023","Labour force survey","1000 persons","589.686"
"OER","Employment Indicators: Rural","84","Greece","21098","Employment by status of employment, total, rural areas","13","Total","2014","2014","3023","Labour force survey","1000 persons","1059.526"
"OER","Employment Indicators: Rural","84","Greece","21108","Employment by status of employment, employees, rural areas","13","Total","2014","2014","3023","Labour force survey","1000 persons","476.793"
"OER","Employment Indicators: Rural","84","Greece","21109","Employment by status of employment, self-employed, rural areas","13","Total","2014","2014","3023","Labour force survey","1000 persons","582.733"
"OER","Employment Indicators: Rural","84","Greece","21098","Employment by status of employment, total, rural areas","13","Total","2015","2015","3023","Labour force survey","1000 persons","1012.255"
"OER","Employment Indicators: Rural","84","Greece","21108","Employment by status of employment, employees, rural areas","13","Total","2015","2015","3023","Labour force survey","1000 persons","422.478"
"OER","Employment Indicators: Rural","84","Greece","21109","Employment by status of employment, self-employed, rural areas","13","Total","2015","2015","3023","Labour force survey","1000 persons","589.778"
"OER","Employment Indicators: Rural","84","Greece","21098","Employment by status of employment, total, rural areas","13","Total","2016","2016","3023","Labour force survey","1000 persons","1076.705"
"OER","Employment Indicators: Rural","84","Greece","21108","Employment by status of employment, employees, rural areas","13","Total","2016","2016","3023","Labour force survey","1000 persons","472.573"
"OER","Employment Indicators: Rural","84","Greece","21109","Employment by status of employment, self-employed, rural areas","13","Total","2016","2016","3023","Labour force survey","1000 persons","604.132"
"OER","Employment Indicators: Rural","84","Greece","21098","Employment by status of employment, total, rural areas","13","Total","2017","2017","3023","Labour force survey","1000 persons","1082.965"
"OER","Employment Indicators: Rural","84","Greece","21108","Employment by status of employment, employees, rural areas","13","Total","2017","2017","3023","Labour force survey","1000 persons","479.117"
"OER","Employment Indicators: Rural","84","Greece","21109","Employment by status of employment, self-employed, rural areas","13","Total","2017","2017","3023","Labour force survey","1000 persons","603.847"
"OER","Employment Indicators: Rural","84","Greece","21098","Employment by status of employment, total, rural areas","13","Total","2018","2018","3023","Labour force survey","1000 persons","1080.113"
"OER","Employment Indicators: Rural","84","Greece","21108","Employment by status of employment, employees, rural areas","13","Total","2018","2018","3023","Labour force survey","1000 persons","473.964"
"OER","Employment Indicators: Rural","84","Greece","21109","Employment by status of employment, self-employed, rural areas","13","Total","2018","2018","3023","Labour force survey","1000 persons","606.15"
"OER","Employment Indicators: Rural","84","Greece","21098","Employment by status of employment, total, rural areas","13","Total","2019","2019","3023","Labour force survey","1000 persons","1097.222"
"OER","Employment Indicators: Rural","84","Greece","21108","Employment by status of employment, employees, rural areas","13","Total","2019","2019","3023","Labour force survey","1000 persons","507.907"
"OER","Employment Indicators: Rural","84","Greece","21109","Employment by status of employment, self-employed, rural areas","13","Total","2019","2019","3023","Labour force survey","1000 persons","589.315"
"OER","Employment Indicators: Rural","97","Hungary","21098","Employment by status of employment, total, rural areas","13","Total","2010","2010","3023","Labour force survey","1000 persons","1564.75"
"OER","Employment Indicators: Rural","97","Hungary","21108","Employment by status of employment, employees, rural areas","13","Total","2010","2010","3023","Labour force survey","1000 persons","1391.926"
"OER","Employment Indicators: Rural","97","Hungary","21109","Employment by status of employment, self-employed, rural areas","13","Total","2010","2010","3023","Labour force survey","1000 persons","172.825"
"OER","Employment Indicators: Rural","97","Hungary","21098","Employment by status of employment, total, rural areas","13","Total","2011","2011","3023","Labour force survey","1000 persons","1562.581"
"OER","Employment Indicators: Rural","97","Hungary","21108","Employment by status of employment, employees, rural areas","13","Total","2011","2011","3023","Labour force survey","1000 persons","1393.848"
"OER","Employment Indicators: Rural","97","Hungary","21109","Employment by status of employment, self-employed, rural areas","13","Total","2011","2011","3023","Labour force survey","1000 persons","168.733"
"OER","Employment Indicators: Rural","97","Hungary","21098","Employment by status of employment, total, rural areas","13","Total","2012","2012","3023","Labour force survey","1000 persons","1249.884"
"OER","Employment Indicators: Rural","97","Hungary","21108","Employment by status of employment, employees, rural areas","13","Total","2012","2012","3023","Labour force survey","1000 persons","1125.749"
"OER","Employment Indicators: Rural","97","Hungary","21109","Employment by status of employment, self-employed, rural areas","13","Total","2012","2012","3023","Labour force survey","1000 persons","124.135"
"OER","Employment Indicators: Rural","97","Hungary","21098","Employment by status of employment, total, rural areas","13","Total","2013","2013","3023","Labour force survey","1000 persons","1268.694"
"OER","Employment Indicators: Rural","97","Hungary","21108","Employment by status of employment, employees, rural areas","13","Total","2013","2013","3023","Labour force survey","1000 persons","1148.899"
"OER","Employment Indicators: Rural","97","Hungary","21109","Employment by status of employment, self-employed, rural areas","13","Total","2013","2013","3023","Labour force survey","1000 persons","119.795"
"OER","Employment Indicators: Rural","97","Hungary","21098","Employment by status of employment, total, rural areas","13","Total","2014","2014","3023","Labour force survey","1000 persons","1359.705"
"OER","Employment Indicators: Rural","97","Hungary","21108","Employment by status of employment, employees, rural areas","13","Total","2014","2014","3023","Labour force survey","1000 persons","1223.71"
"OER","Employment Indicators: Rural","97","Hungary","21109","Employment by status of employment, self-employed, rural areas","13","Total","2014","2014","3023","Labour force survey","1000 persons","125.09"
"OER","Employment Indicators: Rural","97","Hungary","21116","Employment by status of employment, workers not classified, rural areas","13","Total","2014","2014","3023","Labour force survey","1000 persons","10.904"
"OER","Employment Indicators: Rural","97","Hungary","21098","Employment by status of employment, total, rural areas","13","Total","2015","2015","3023","Labour force survey","1000 persons","1429.069"
"OER","Employment Indicators: Rural","97","Hungary","21108","Employment by status of employment, employees, rural areas","13","Total","2015","2015","3023","Labour force survey","1000 persons","1298.913"
"OER","Employment Indicators: Rural","97","Hungary","21109","Employment by status of employment, self-employed, rural areas","13","Total","2015","2015","3023","Labour force survey","1000 persons","125.628"
"OER","Employment Indicators: Rural","97","Hungary","21116","Employment by status of employment, workers not classified, rural areas","13","Total","2015","2015","3023","Labour force survey","1000 persons","4.528"
"OER","Employment Indicators: Rural","97","Hungary","21098","Employment by status of employment, total, rural areas","13","Total","2016","2016","3023","Labour force survey","1000 persons","1497.946"
"OER","Employment Indicators: Rural","97","Hungary","21108","Employment by status of employment, employees, rural areas","13","Total","2016","2016","3023","Labour force survey","1000 persons","1364.907"
"OER","Employment Indicators: Rural","97","Hungary","21109","Employment by status of employment, self-employed, rural areas","13","Total","2016","2016","3023","Labour force survey","1000 persons","130.747"
"OER","Employment Indicators: Rural","97","Hungary","21098","Employment by status of employment, total, rural areas","13","Total","2017","2017","3023","Labour force survey","1000 persons","1408.572"
"OER","Employment Indicators: Rural","97","Hungary","21108","Employment by status of employment, employees, rural areas","13","Total","2017","2017","3023","Labour force survey","1000 persons","1286.159"
"OER","Employment Indicators: Rural","97","Hungary","21109","Employment by status of employment, self-employed, rural areas","13","Total","2017","2017","3023","Labour force survey","1000 persons","122.412"
"OER","Employment Indicators: Rural","97","Hungary","21098","Employment by status of employment, total, rural areas","13","Total","2018","2018","3023","Labour force survey","1000 persons","1397.246"
"OER","Employment Indicators: Rural","97","Hungary","21108","Employment by status of employment, employees, rural areas","13","Total","2018","2018","3023","Labour force survey","1000 persons","1281.595"
"OER","Employment Indicators: Rural","97","Hungary","21109","Employment by status of employment, self-employed, rural areas","13","Total","2018","2018","3023","Labour force survey","1000 persons","115.651"
"OER","Employment Indicators: Rural","97","Hungary","21098","Employment by status of employment, total, rural areas","13","Total","2019","2019","3023","Labour force survey","1000 persons","1393.007"
"OER","Employment Indicators: Rural","97","Hungary","21108","Employment by status of employment, employees, rural areas","13","Total","2019","2019","3023","Labour force survey","1000 persons","1275.005"
"OER","Employment Indicators: Rural","97","Hungary","21109","Employment by status of employment, self-employed, rural areas","13","Total","2019","2019","3023","Labour force survey","1000 persons","118.002"
"OER","Employment Indicators: Rural","99","Iceland","21098","Employment by status of employment, total, rural areas","13","Total","2010","2010","3023","Labour force survey","1000 persons","63.228"
"OER","Employment Indicators: Rural","99","Iceland","21108","Employment by status of employment, employees, rural areas","13","Total","2010","2010","3023","Labour force survey","1000 persons","52.753"
"OER","Employment Indicators: Rural","99","Iceland","21109","Employment by status of employment, self-employed, rural areas","13","Total","2010","2010","3023","Labour force survey","1000 persons","9.835"
"OER","Employment Indicators: Rural","99","Iceland","21116","Employment by status of employment, workers not classified, rural areas","13","Total","2010","2010","3023","Labour force survey","1000 persons","0.64"
"OER","Employment Indicators: Rural","99","Iceland","21098","Employment by status of employment, total, rural areas","13","Total","2011","2011","3023","Labour force survey","1000 persons","63.712"
"OER","Employment Indicators: Rural","99","Iceland","21108","Employment by status of employment, employees, rural areas","13","Total","2011","2011","3023","Labour force survey","1000 persons","53.063"
"OER","Employment Indicators: Rural","99","Iceland","21109","Employment by status of employment, self-employed, rural areas","13","Total","2011","2011","3023","Labour force survey","1000 persons","9.804"
"OER","Employment Indicators: Rural","99","Iceland","21116","Employment by status of employment, workers not classified, rural areas","13","Total","2011","2011","3023","Labour force survey","1000 persons","0.845"
"OER","Employment Indicators: Rural","99","Iceland","21098","Employment by status of employment, total, rural areas","13","Total","2012","2012","3023","Labour force survey","1000 persons","7.06"
"OER","Employment Indicators: Rural","99","Iceland","21108","Employment by status of employment, employees, rural areas","13","Total","2012","2012","3023","Labour force survey","1000 persons","5.496"
"OER","Employment Indicators: Rural","99","Iceland","21109","Employment by status of employment, self-employed, rural areas","13","Total","2012","2012","3023","Labour force survey","1000 persons","1.377"
"OER","Employment Indicators: Rural","99","Iceland","21098","Employment by status of employment, total, rural areas","13","Total","2013","2013","3023","Labour force survey","1000 persons","31.14"
"OER","Employment Indicators: Rural","99","Iceland","21108","Employment by status of employment, employees, rural areas","13","Total","2013","2013","3023","Labour force survey","1000 persons","24.906"
"OER","Employment Indicators: Rural","99","Iceland","21109","Employment by status of employment, self-employed, rural areas","13","Total","2013","2013","3023","Labour force survey","1000 persons","5.889"
"OER","Employment Indicators: Rural","99","Iceland","21098","Employment by status of employment, total, rural areas","13","Total","2014","2014","3023","Labour force survey","1000 persons","29.88"
"OER","Employment Indicators: Rural","99","Iceland","21108","Employment by status of employment, employees, rural areas","13","Total","2014","2014","3023","Labour force survey","1000 persons","24.433"
"OER","Employment Indicators: Rural","99","Iceland","21109","Employment by status of employment, self-employed, rural areas","13","Total","2014","2014","3023","Labour force survey","1000 persons","5.447"
"OER","Employment Indicators: Rural","99","Iceland","21098","Employment by status of employment, total, rural areas","13","Total","2015","2015","3023","Labour force survey","1000 persons","29.169"
"OER","Employment Indicators: Rural","99","Iceland","21108","Employment by status of employment, employees, rural areas","13","Total","2015","2015","3023","Labour force survey","1000 persons","24.043"
"OER","Employment Indicators: Rural","99","Iceland","21109","Employment by status of employment, self-employed, rural areas","13","Total","2015","2015","3023","Labour force survey","1000 persons","5.126"
"OER","Employment Indicators: Rural","99","Iceland","21098","Employment by status of employment, total, rural areas","13","Total","2016","2016","3023","Labour force survey","1000 persons","29.168"
"OER","Employment Indicators: Rural","99","Iceland","21108","Employment by status of employment, employees, rural areas","13","Total","2016","2016","3023","Labour force survey","1000 persons","23.933"
"OER","Employment Indicators: Rural","99","Iceland","21109","Employment by status of employment, self-employed, rural areas","13","Total","2016","2016","3023","Labour force survey","1000 persons","5.235"
"OER","Employment Indicators: Rural","99","Iceland","21098","Employment by status of employment, total, rural areas","13","Total","2017","2017","3023","Labour force survey","1000 persons","29.129"
"OER","Employment Indicators: Rural","99","Iceland","21108","Employment by status of employment, employees, rural areas","13","Total","2017","2017","3023","Labour force survey","1000 persons","24.074"
"OER","Employment Indicators: Rural","99","Iceland","21109","Employment by status of employment, self-employed, rural areas","13","Total","2017","2017","3023","Labour force survey","1000 persons","5.055"
"OER","Employment Indicators: Rural","99","Iceland","21098","Employment by status of employment, total, rural areas","13","Total","2018","2018","3023","Labour force survey","1000 persons","30.939"
"OER","Employment Indicators: Rural","99","Iceland","21108","Employment by status of employment, employees, rural areas","13","Total","2018","2018","3023","Labour force survey","1000 persons","25.591"
"OER","Employment Indicators: Rural","99","Iceland","21109","Employment by status of employment, self-employed, rural areas","13","Total","2018","2018","3023","Labour force survey","1000 persons","5.348"
"OER","Employment Indicators: Rural","99","Iceland","21098","Employment by status of employment, total, rural areas","13","Total","2019","2019","3023","Labour force survey","1000 persons","31.087"
"OER","Employment Indicators: Rural","99","Iceland","21108","Employment by status of employment, employees, rural areas","13","Total","2019","2019","3023","Labour force survey","1000 persons","25.794"
"OER","Employment Indicators: Rural","99","Iceland","21109","Employment by status of employment, self-employed, rural areas","13","Total","2019","2019","3023","Labour force survey","1000 persons","5.293"
"OER","Employment Indicators: Rural","104","Ireland","21098","Employment by status of employment, total, rural areas","13","Total","2010","2010","3023","Labour force survey","1000 persons","1242.145"
"OER","Employment Indicators: Rural","104","Ireland","21108","Employment by status of employment, employees, rural areas","13","Total","2010","2010","3023","Labour force survey","1000 persons","987.709"
"OER","Employment Indicators: Rural","104","Ireland","21109","Employment by status of employment, self-employed, rural areas","13","Total","2010","2010","3023","Labour force survey","1000 persons","254.436"
"OER","Employment Indicators: Rural","104","Ireland","21098","Employment by status of employment, total, rural areas","13","Total","2011","2011","3023","Labour force survey","1000 persons","1225.323"
"OER","Employment Indicators: Rural","104","Ireland","21108","Employment by status of employment, employees, rural areas","13","Total","2011","2011","3023","Labour force survey","1000 persons","988.568"
"OER","Employment Indicators: Rural","104","Ireland","21109","Employment by status of employment, self-employed, rural areas","13","Total","2011","2011","3023","Labour force survey","1000 persons","236.755"
"OER","Employment Indicators: Rural","104","Ireland","21098","Employment by status of employment, total, rural areas","13","Total","2012","2012","3023","Labour force survey","1000 persons","803.562"
"OER","Employment Indicators: Rural","104","Ireland","21108","Employment by status of employment, employees, rural areas","13","Total","2012","2012","3023","Labour force survey","1000 persons","615.789"
"OER","Employment Indicators: Rural","104","Ireland","21109","Employment by status of employment, self-employed, rural areas","13","Total","2012","2012","3023","Labour force survey","1000 persons","187.773"
"OER","Employment Indicators: Rural","104","Ireland","21098","Employment by status of employment, total, rural areas","13","Total","2013","2013","3023","Labour force survey","1000 persons","824.735"
"OER","Employment Indicators: Rural","104","Ireland","21108","Employment by status of employment, employees, rural areas","13","Total","2013","2013","3023","Labour force survey","1000 persons","626.382"
"OER","Employment Indicators: Rural","104","Ireland","21109","Employment by status of employment, self-employed, rural areas","13","Total","2013","2013","3023","Labour force survey","1000 persons","198.353"
"OER","Employment Indicators: Rural","104","Ireland","21098","Employment by status of employment, total, rural areas","13","Total","2014","2014","3023","Labour force survey","1000 persons","828.815"
"OER","Employment Indicators: Rural","104","Ireland","21108","Employment by status of employment, employees, rural areas","13","Total","2014","2014","3023","Labour force survey","1000 persons","636.98"
"OER","Employment Indicators: Rural","104","Ireland","21109","Employment by status of employment, self-employed, rural areas","13","Total","2014","2014","3023","Labour force survey","1000 persons","191.835"
"OER","Employment Indicators: Rural","104","Ireland","21098","Employment by status of employment, total, rural areas","13","Total","2015","2015","3023","Labour force survey","1000 persons","887.4"
"OER","Employment Indicators: Rural","104","Ireland","21108","Employment by status of employment, employees, rural areas","13","Total","2015","2015","3023","Labour force survey","1000 persons","690.297"
"OER","Employment Indicators: Rural","104","Ireland","21109","Employment by status of employment, self-employed, rural areas","13","Total","2015","2015","3023","Labour force survey","1000 persons","197.102"
"OER","Employment Indicators: Rural","104","Ireland","21098","Employment by status of employment, total, rural areas","13","Total","2016","2016","3023","Labour force survey","1000 persons","916.355"
"OER","Employment Indicators: Rural","104","Ireland","21108","Employment by status of employment, employees, rural areas","13","Total","2016","2016","3023","Labour force survey","1000 persons","709.583"
"OER","Employment Indicators: Rural","104","Ireland","21109","Employment by status of employment, self-employed, rural areas","13","Total","2016","2016","3023","Labour force survey","1000 persons","206.772"
"OER","Employment Indicators: Rural","104","Ireland","21098","Employment by status of employment, total, rural areas","13","Total","2017","2017","3023","Labour force survey","1000 persons","897.404"
"OER","Employment Indicators: Rural","104","Ireland","21108","Employment by status of employment, employees, rural areas","13","Total","2017","2017","3023","Labour force survey","1000 persons","699.783"
"OER","Employment Indicators: Rural","104","Ireland","21109","Employment by status of employment, self-employed, rural areas","13","Total","2017","2017","3023","Labour force survey","1000 persons","197.622"
"OER","Employment Indicators: Rural","104","Ireland","21098","Employment by status of employment, total, rural areas","13","Total","2018","2018","3023","Labour force survey","1000 persons","897.113"
"OER","Employment Indicators: Rural","104","Ireland","21108","Employment by status of employment, employees, rural areas","13","Total","2018","2018","3023","Labour force survey","1000 persons","700.267"
"OER","Employment Indicators: Rural","104","Ireland","21109","Employment by status of employment, self-employed, rural areas","13","Total","2018","2018","3023","Labour force survey","1000 persons","196.846"
"OER","Employment Indicators: Rural","104","Ireland","21098","Employment by status of employment, total, rural areas","13","Total","2019","2019","3023","Labour force survey","1000 persons","941.403"
"OER","Employment Indicators: Rural","104","Ireland","21108","Employment by status of employment, employees, rural areas","13","Total","2019","2019","3023","Labour force survey","1000 persons","748.339"
"OER","Employment Indicators: Rural","104","Ireland","21109","Employment by status of employment, self-employed, rural areas","13","Total","2019","2019","3023","Labour force survey","1000 persons","193.064"
"OER","Employment Indicators: Rural","106","Italy","21098","Employment by status of employment, total, rural areas","13","Total","2010","2010","3023","Labour force survey","1000 persons","3252.359"
