Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value
"FO","Forestry Production and Trade","98","Croatia","5516","Production","1872","Sawnwood","2010","2010","m3","677000"
"FO","Forestry Production and Trade","98","Croatia","5516","Production","1872","Sawnwood","2011","2011","m3","754000"
"FO","Forestry Production and Trade","98","Croatia","5516","Production","1872","Sawnwood","2012","2012","m3","851000"
"FO","Forestry Production and Trade","98","Croatia","5516","Production","1872","Sawnwood","2013","2013","m3","1191800"
"FO","Forestry Production and Trade","98","Croatia","5516","Production","1872","Sawnwood","2014","2014","m3","1293763"
"FO","Forestry Production and Trade","98","Croatia","5516","Production","1872","Sawnwood","2015","2015","m3","1488353"
"FO","Forestry Production and Trade","98","Croatia","5516","Production","1872","Sawnwood","2016","2016","m3","1433500"
"FO","Forestry Production and Trade","98","Croatia","5516","Production","1872","Sawnwood","2017","2017","m3","1459483"
"FO","Forestry Production and Trade","98","Croatia","5516","Production","1872","Sawnwood","2018","2018","m3","1420630"
"FO","Forestry Production and Trade","98","Croatia","5516","Production","1872","Sawnwood","2019","2019","m3","1445954"
"FO","Forestry Production and Trade","98","Croatia","5516","Production","1873","Wood-based panels","2010","2010","m3","134000"
"FO","Forestry Production and Trade","98","Croatia","5516","Production","1873","Wood-based panels","2011","2011","m3","124000"
"FO","Forestry Production and Trade","98","Croatia","5516","Production","1873","Wood-based panels","2012","2012","m3","132000"
"FO","Forestry Production and Trade","98","Croatia","5516","Production","1873","Wood-based panels","2013","2013","m3","190786"
"FO","Forestry Production and Trade","98","Croatia","5516","Production","1873","Wood-based panels","2014","2014","m3","179656"
"FO","Forestry Production and Trade","98","Croatia","5516","Production","1873","Wood-based panels","2015","2015","m3","176559"
"FO","Forestry Production and Trade","98","Croatia","5516","Production","1873","Wood-based panels","2016","2016","m3","107999"
"FO","Forestry Production and Trade","98","Croatia","5516","Production","1873","Wood-based panels","2017","2017","m3","157117"
"FO","Forestry Production and Trade","98","Croatia","5516","Production","1873","Wood-based panels","2018","2018","m3","149781"
"FO","Forestry Production and Trade","98","Croatia","5516","Production","1873","Wood-based panels","2019","2019","m3","126172"
"FO","Forestry Production and Trade","98","Croatia","5516","Production","1874","Fibreboard","2010","2010","m3","0"
"FO","Forestry Production and Trade","98","Croatia","5516","Production","1874","Fibreboard","2011","2011","m3","0"
"FO","Forestry Production and Trade","98","Croatia","5516","Production","1874","Fibreboard","2012","2012","m3","0"
"FO","Forestry Production and Trade","98","Croatia","5516","Production","1874","Fibreboard","2013","2013","m3","0"
"FO","Forestry Production and Trade","98","Croatia","5516","Production","1874","Fibreboard","2014","2014","m3","480"
"FO","Forestry Production and Trade","98","Croatia","5516","Production","1874","Fibreboard","2015","2015","m3","448"
"FO","Forestry Production and Trade","98","Croatia","5516","Production","1874","Fibreboard","2016","2016","m3","0"
"FO","Forestry Production and Trade","98","Croatia","5516","Production","1874","Fibreboard","2017","2017","m3","0"
"FO","Forestry Production and Trade","98","Croatia","5516","Production","1874","Fibreboard","2018","2018","m3","0"
"FO","Forestry Production and Trade","98","Croatia","5516","Production","1874","Fibreboard","2019","2019","m3","0"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1879","Total fibre furnish","2010","2010","tonnes","97000"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1879","Total fibre furnish","2011","2011","tonnes","99000"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1879","Total fibre furnish","2012","2012","tonnes","73000"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1879","Total fibre furnish","2013","2013","tonnes","85366"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1879","Total fibre furnish","2014","2014","tonnes","77648"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1879","Total fibre furnish","2015","2015","tonnes","76957"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1879","Total fibre furnish","2016","2016","tonnes","78596"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1879","Total fibre furnish","2017","2017","tonnes","83912"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1879","Total fibre furnish","2018","2018","tonnes","83767"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1879","Total fibre furnish","2019","2019","tonnes","91852"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1878","Pulp for paper","2010","2010","tonnes","97000"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1878","Pulp for paper","2011","2011","tonnes","99000"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1878","Pulp for paper","2012","2012","tonnes","73000"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1878","Pulp for paper","2013","2013","tonnes","40366"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1878","Pulp for paper","2014","2014","tonnes","32648"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1878","Pulp for paper","2015","2015","tonnes","31957"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1878","Pulp for paper","2016","2016","tonnes","33596"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1878","Pulp for paper","2017","2017","tonnes","38912"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1878","Pulp for paper","2018","2018","tonnes","38767"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1878","Pulp for paper","2019","2019","tonnes","46852"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1875","Wood pulp","2010","2010","tonnes","97000"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1875","Wood pulp","2011","2011","tonnes","99000"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1875","Wood pulp","2012","2012","tonnes","73000"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1875","Wood pulp","2013","2013","tonnes","40366"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1875","Wood pulp","2014","2014","tonnes","32648"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1875","Wood pulp","2015","2015","tonnes","31957"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1875","Wood pulp","2016","2016","tonnes","33596"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1875","Wood pulp","2017","2017","tonnes","38912"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1875","Wood pulp","2018","2018","tonnes","38767"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1875","Wood pulp","2019","2019","tonnes","46852"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1859","Wood pulp, excluding mechanical wood pulp","2010","2010","tonnes","53000"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1859","Wood pulp, excluding mechanical wood pulp","2011","2011","tonnes","61000"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1859","Wood pulp, excluding mechanical wood pulp","2012","2012","tonnes","43000"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1859","Wood pulp, excluding mechanical wood pulp","2013","2013","tonnes","0"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1859","Wood pulp, excluding mechanical wood pulp","2014","2014","tonnes","0"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1859","Wood pulp, excluding mechanical wood pulp","2015","2015","tonnes","0"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1859","Wood pulp, excluding mechanical wood pulp","2016","2016","tonnes","0"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1876","Paper and paperboard","2010","2010","tonnes","560000"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1876","Paper and paperboard","2011","2011","tonnes","540000"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1876","Paper and paperboard","2012","2012","tonnes","499700"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1876","Paper and paperboard","2013","2013","tonnes","299285"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1876","Paper and paperboard","2014","2014","tonnes","264086"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1876","Paper and paperboard","2015","2015","tonnes","288740"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1876","Paper and paperboard","2016","2016","tonnes","337710"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1876","Paper and paperboard","2017","2017","tonnes","348962"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1876","Paper and paperboard","2018","2018","tonnes","341031"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1876","Paper and paperboard","2019","2019","tonnes","346790"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","2042","Graphic papers","2010","2010","tonnes","234000"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","2042","Graphic papers","2011","2011","tonnes","233000"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","2042","Graphic papers","2012","2012","tonnes","184000"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","2042","Graphic papers","2013","2013","tonnes","0"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","2042","Graphic papers","2014","2014","tonnes","0"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","2042","Graphic papers","2015","2015","tonnes","0"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","2042","Graphic papers","2016","2016","tonnes","0"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","2042","Graphic papers","2017","2017","tonnes","0"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","2042","Graphic papers","2018","2018","tonnes","0"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","2042","Graphic papers","2019","2019","tonnes","0"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1860","Paper and paperboard, excluding newsprint","2010","2010","tonnes","558000"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1860","Paper and paperboard, excluding newsprint","2011","2011","tonnes","537000"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1860","Paper and paperboard, excluding newsprint","2012","2012","tonnes","498700"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1860","Paper and paperboard, excluding newsprint","2013","2013","tonnes","299285"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1860","Paper and paperboard, excluding newsprint","2014","2014","tonnes","264086"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1860","Paper and paperboard, excluding newsprint","2015","2015","tonnes","288740"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1860","Paper and paperboard, excluding newsprint","2016","2016","tonnes","337710"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1860","Paper and paperboard, excluding newsprint","2017","2017","tonnes","348962"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1860","Paper and paperboard, excluding newsprint","2018","2018","tonnes","341031"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","1860","Paper and paperboard, excluding newsprint","2019","2019","tonnes","346790"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","2043","Packaging paper and paperboard","2010","2010","tonnes","313000"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","2043","Packaging paper and paperboard","2011","2011","tonnes","296000"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","2043","Packaging paper and paperboard","2012","2012","tonnes","296700"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","2043","Packaging paper and paperboard","2013","2013","tonnes","298880"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","2043","Packaging paper and paperboard","2014","2014","tonnes","264083"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","2043","Packaging paper and paperboard","2015","2015","tonnes","288688"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","2043","Packaging paper and paperboard","2016","2016","tonnes","337710"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","2043","Packaging paper and paperboard","2017","2017","tonnes","348731"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","2043","Packaging paper and paperboard","2018","2018","tonnes","340936"
"FO","Forestry Production and Trade","98","Croatia","5510","Production","2043","Packaging paper and paperboard","2019","2019","tonnes","346703"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1861","Roundwood","2010","2010","m3","16736000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1861","Roundwood","2011","2011","m3","15381000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1861","Roundwood","2012","2012","m3","15061000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1861","Roundwood","2013","2013","m3","15331000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1861","Roundwood","2014","2014","m3","15476000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1861","Roundwood","2015","2015","m3","16163000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1861","Roundwood","2016","2016","m3","17617000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1861","Roundwood","2017","2017","m3","19387000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1861","Roundwood","2018","2018","m3","25689000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1861","Roundwood","2019","2019","m3","32586000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1864","Wood fuel","2010","2010","m3","1965000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1864","Wood fuel","2011","2011","m3","1914000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1864","Wood fuel","2012","2012","m3","2020000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1864","Wood fuel","2013","2013","m3","2182000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1864","Wood fuel","2014","2014","m3","2111000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1864","Wood fuel","2015","2015","m3","2336000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1864","Wood fuel","2016","2016","m3","2344000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1864","Wood fuel","2017","2017","m3","2376000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1864","Wood fuel","2018","2018","m3","4246000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1864","Wood fuel","2019","2019","m3","5922000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1865","Industrial roundwood","2010","2010","m3","14771000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1865","Industrial roundwood","2011","2011","m3","13467000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1865","Industrial roundwood","2012","2012","m3","13041000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1865","Industrial roundwood","2013","2013","m3","13149000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1865","Industrial roundwood","2014","2014","m3","13365000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1865","Industrial roundwood","2015","2015","m3","13827000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1865","Industrial roundwood","2016","2016","m3","15273000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1865","Industrial roundwood","2017","2017","m3","17011000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1865","Industrial roundwood","2018","2018","m3","21443000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1865","Industrial roundwood","2019","2019","m3","26664000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1868","Sawlogs and veneer logs","2010","2010","m3","9427000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1868","Sawlogs and veneer logs","2011","2011","m3","8838000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1868","Sawlogs and veneer logs","2012","2012","m3","8621000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1868","Sawlogs and veneer logs","2013","2013","m3","8645000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1868","Sawlogs and veneer logs","2014","2014","m3","8548000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1868","Sawlogs and veneer logs","2015","2015","m3","8964000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1868","Sawlogs and veneer logs","2016","2016","m3","10341000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1868","Sawlogs and veneer logs","2017","2017","m3","11488000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1868","Sawlogs and veneer logs","2018","2018","m3","14428000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1868","Sawlogs and veneer logs","2019","2019","m3","19115000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","2038","Pulpwood, round and split, all species (production)","2010","2010","m3","5245000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","2038","Pulpwood, round and split, all species (production)","2011","2011","m3","4538000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","2038","Pulpwood, round and split, all species (production)","2012","2012","m3","4334000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","2038","Pulpwood, round and split, all species (production)","2013","2013","m3","4417000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","2038","Pulpwood, round and split, all species (production)","2014","2014","m3","4728000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","2038","Pulpwood, round and split, all species (production)","2015","2015","m3","4774000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","2038","Pulpwood, round and split, all species (production)","2016","2016","m3","4843000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","2038","Pulpwood, round and split, all species (production)","2017","2017","m3","5429000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","2038","Pulpwood, round and split, all species (production)","2018","2018","m3","6929000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","2038","Pulpwood, round and split, all species (production)","2019","2019","m3","7434000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1871","Other industrial roundwood","2010","2010","m3","99000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1871","Other industrial roundwood","2011","2011","m3","91000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1871","Other industrial roundwood","2012","2012","m3","86000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1871","Other industrial roundwood","2013","2013","m3","87000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1871","Other industrial roundwood","2014","2014","m3","89000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1871","Other industrial roundwood","2015","2015","m3","89000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1871","Other industrial roundwood","2016","2016","m3","89000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1871","Other industrial roundwood","2017","2017","m3","94000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1871","Other industrial roundwood","2018","2018","m3","86000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1871","Other industrial roundwood","2019","2019","m3","115000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1695","Wood chips, particles and residues","2010","2010","m3","2535000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1695","Wood chips, particles and residues","2011","2011","m3","2330000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1695","Wood chips, particles and residues","2012","2012","m3","1127000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1695","Wood chips, particles and residues","2013","2013","m3","1401000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1695","Wood chips, particles and residues","2014","2014","m3","1358000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1695","Wood chips, particles and residues","2015","2015","m3","1381000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1695","Wood chips, particles and residues","2016","2016","m3","1395000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1695","Wood chips, particles and residues","2017","2017","m3","1412000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1695","Wood chips, particles and residues","2018","2018","m3","1547234"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1695","Wood chips, particles and residues","2019","2019","m3","1676008"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1696","Wood pellets and other agglomerates","2012","2012","tonnes","277000"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1696","Wood pellets and other agglomerates","2013","2013","tonnes","293000"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1696","Wood pellets and other agglomerates","2014","2014","tonnes","342000"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1696","Wood pellets and other agglomerates","2015","2015","tonnes","422000"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1696","Wood pellets and other agglomerates","2016","2016","tonnes","472000"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1696","Wood pellets and other agglomerates","2017","2017","tonnes","522000"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1696","Wood pellets and other agglomerates","2018","2018","tonnes","535000"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1696","Wood pellets and other agglomerates","2019","2019","tonnes","608119"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1872","Sawnwood","2010","2010","m3","4744000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1872","Sawnwood","2011","2011","m3","4454000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1872","Sawnwood","2012","2012","m3","4259000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1872","Sawnwood","2013","2013","m3","4037000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1872","Sawnwood","2014","2014","m3","3861000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1872","Sawnwood","2015","2015","m3","4150000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1872","Sawnwood","2016","2016","m3","4063000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1872","Sawnwood","2017","2017","m3","4305000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1872","Sawnwood","2018","2018","m3","4550000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1872","Sawnwood","2019","2019","m3","4816000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1873","Wood-based panels","2010","2010","m3","1335000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1873","Wood-based panels","2011","2011","m3","1275000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1873","Wood-based panels","2012","2012","m3","1252000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1873","Wood-based panels","2013","2013","m3","1253000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1873","Wood-based panels","2014","2014","m3","1258000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1873","Wood-based panels","2015","2015","m3","1264000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1873","Wood-based panels","2016","2016","m3","1356000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1873","Wood-based panels","2017","2017","m3","1409000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1873","Wood-based panels","2018","2018","m3","1498312"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1873","Wood-based panels","2019","2019","m3","1582215"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1874","Fibreboard","2010","2010","m3","46000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1874","Fibreboard","2011","2011","m3","42000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1874","Fibreboard","2012","2012","m3","41000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1874","Fibreboard","2013","2013","m3","41000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1874","Fibreboard","2014","2014","m3","41000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1874","Fibreboard","2015","2015","m3","44000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1874","Fibreboard","2016","2016","m3","32000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1874","Fibreboard","2017","2017","m3","33000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1874","Fibreboard","2018","2018","m3","34000"
"FO","Forestry Production and Trade","167","Czechia","5516","Production","1874","Fibreboard","2019","2019","m3","42396"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1879","Total fibre furnish","2010","2010","tonnes","1188927"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1879","Total fibre furnish","2011","2011","tonnes","1124600"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1879","Total fibre furnish","2012","2012","tonnes","1211000"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1879","Total fibre furnish","2013","2013","tonnes","1335600"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1879","Total fibre furnish","2014","2014","tonnes","1333073"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1879","Total fibre furnish","2015","2015","tonnes","1389435"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1879","Total fibre furnish","2016","2016","tonnes","1857549"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1879","Total fibre furnish","2017","2017","tonnes","1889712"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1879","Total fibre furnish","2018","2018","tonnes","1806374"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1879","Total fibre furnish","2019","2019","tonnes","1986294"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1878","Pulp for paper","2010","2010","tonnes","721927"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1878","Pulp for paper","2011","2011","tonnes","703100"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1878","Pulp for paper","2012","2012","tonnes","691000"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1878","Pulp for paper","2013","2013","tonnes","459600"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1878","Pulp for paper","2014","2014","tonnes","445500"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1878","Pulp for paper","2015","2015","tonnes","439229"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1878","Pulp for paper","2016","2016","tonnes","853142"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1878","Pulp for paper","2017","2017","tonnes","872668"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1878","Pulp for paper","2018","2018","tonnes","772210"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1878","Pulp for paper","2019","2019","tonnes","994585"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1875","Wood pulp","2010","2010","tonnes","718000"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1875","Wood pulp","2011","2011","tonnes","754500"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1875","Wood pulp","2012","2012","tonnes","789000"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1875","Wood pulp","2013","2013","tonnes","686000"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1875","Wood pulp","2014","2014","tonnes","705500"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1875","Wood pulp","2015","2015","tonnes","698229"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1875","Wood pulp","2016","2016","tonnes","702502"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1875","Wood pulp","2017","2017","tonnes","720218"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1875","Wood pulp","2018","2018","tonnes","593284"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1875","Wood pulp","2019","2019","tonnes","813307"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1859","Wood pulp, excluding mechanical wood pulp","2010","2010","tonnes","705000"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1859","Wood pulp, excluding mechanical wood pulp","2011","2011","tonnes","751600"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1859","Wood pulp, excluding mechanical wood pulp","2012","2012","tonnes","789000"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1859","Wood pulp, excluding mechanical wood pulp","2013","2013","tonnes","686000"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1859","Wood pulp, excluding mechanical wood pulp","2014","2014","tonnes","705500"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1859","Wood pulp, excluding mechanical wood pulp","2015","2015","tonnes","698229"
"FO","Forestry Production and Trade","167","Czechia","5510","Production","1859","Wood pulp, excluding mechanical wood pulp","2016","2016","tonnes","702502"
